ZoonosesDic-id	lexicalCue	lexicalCue_jpn	exactID	synonymID	lexicalTextAE-span	Registered	LastUpdated
ZoonosesDic-id_1569	canine rabies virus	イヌ由来狂犬病ウイルス	Tax:31613		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/956-975	2021-09-26	
ZoonosesDic-id_1570	encephalitic disease	脳炎	MESH:D004660		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/995-1015	2021-09-26	
ZoonosesDic-id_1571	overt	明らかな			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1028-1033	2021-09-26	
ZoonosesDic-id_1572	symptoms	症状	MESH:D013568		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1034-1042	2021-09-26	
ZoonosesDic-id_1573	bats	（トビイロホオヒゲ）コウモリ	Tax:59463		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1046-1050	2021-09-26	
ZoonosesDic-id_1574	bats	（メキシコオヒキ）コウモリ	Tax:242197		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1046-1050	2021-09-26	
ZoonosesDic-id_1575	bat rabies virus	コウモリ由来狂犬病ウイルス（59VI3B株）		strain 59VI3B	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1056-1072	2021-09-26	
ZoonosesDic-id_1576	bat rabies virus	コウモリ由来狂犬病ウイルス（59VI3B株）		Tax:11292	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1056-1072	2021-09-26	
ZoonosesDic-id_1577	producing	ひきおこす			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1073-1082	2021-09-26	
ZoonosesDic-id_1578	encephalomyelitic disease	脳脊髄炎	MESH:D004679		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1086-1111	2021-09-26	
ZoonosesDic-id_1579	infrequent	稀な			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1124-1134	2021-09-26	
ZoonosesDic-id_1580	greater	大きい			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1180-1187	2021-09-26	
ZoonosesDic-id_1581	predilection	向性			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1188-1200	2021-09-26	
ZoonosesDic-id_1582	brown adipose tissue	褐色脂肪組織	MESH:D002001		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1205-1225	2021-09-26	
ZoonosesDic-id_1583	canine strain	イヌ株	Tax:31613		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1235-1248	2021-09-26	
ZoonosesDic-id_1584	hibernating	冬眠	MESH:D006605		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1296-1307	2021-09-26	
ZoonosesDic-id_1585	animals	トビイロホオヒゲコウモリ	Tax:59463		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1308-1315	2021-09-26	
ZoonosesDic-id_1586	animals	メキシコオヒキコウモリ	Tax:242197		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1308-1315	2021-09-26	
ZoonosesDic-id_1587	after a period of latency	潜伏期間の後		MESH:D014851	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1330-1355	2021-09-26	
ZoonosesDic-id_1588	latency	潜伏期間	MESH:D017735		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1348-1355	2021-09-26	
ZoonosesDic-id_1589	dormant	睡眠状態		MESH:D006605	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1361-1368	2021-09-26	
ZoonosesDic-id_1590	animal	動物		Tax:40674	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1369-1375	2021-09-26	
ZoonosesDic-id_1591	activated	活性化	MESH:D014775		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1376-1385	2021-09-26	
ZoonosesDic-id_1592	reach	到達		MESH:D001692	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1396-1401	2021-09-26	
ZoonosesDic-id_1593	salivary gland	唾液腺	MESH:D012469		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1406-1420	2021-09-26	
ZoonosesDic-id_1594	animals	動物		Tax:40674	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/19867178/spans/1500-1507	2021-09-26	
ZoonosesDic-id_1595	Fruit	果実（食）	MESH:D005638		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/162-167	2021-09-26	
ZoonosesDic-id_1596	provide	提供			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/173-180	2021-09-26	2021-09-29
ZoonosesDic-id_1597	pollination	受粉	MESH:D054817		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/190-201	2021-09-26	
ZoonosesDic-id_1598	coevolutionary	共進化	MESH:D000073930		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/238-252	2021-09-26	
ZoonosesDic-id_1599	chiropterophilous	コウモリ媒花			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/271-288	2021-09-26	
ZoonosesDic-id_1600	plants	植物	MESH:D010944		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/289-295	2021-09-26	
ZoonosesDic-id_1601	endangered	絶滅危惧	MESH:D056727		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/695-705	2021-09-26	
ZoonosesDic-id_1602	island flying fox	ヒメオオコウモリ	Tax:9405		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/706-723	2021-09-26	
ZoonosesDic-id_1603	Pteropus hypomelanus	ヒメオオコウモリ	Tax:9405		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/724-744	2021-09-26	2021-09-29
ZoonosesDic-id_1604	durian	ドリアン	Tax:66656		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/775-781	2021-09-26	2021-09-29
ZoonosesDic-id_1605	Durio zibethinus	ドリアン	Tax:66656		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/783-799	2021-09-26	
ZoonosesDic-id_1606	economically	経済的に	MESH:D004467		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/805-817	2021-09-26	
ZoonosesDic-id_1607	Southeast Asia	東南アジア	MESH:D001210		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/836-850	2021-09-26	
ZoonosesDic-id_1608	at least nine	少なくとも9			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1048-1061	2021-09-26	
ZoonosesDic-id_1609	mutualistic	相利共生		MESH:D013559	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1108-1119	2021-09-26	
ZoonosesDic-id_1610	flowers	花	MESH:D035264		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1145-1152	2021-09-26	
ZoonosesDic-id_1611	positive	プラスの			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1329-1337	2021-09-26	
ZoonosesDic-id_1612	mature	成熟			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1348-1354	2021-09-26	
ZoonosesDic-id_1613	pollinators	花粉媒介者	MESH:D054817		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1398-1409	2021-09-26	
ZoonosesDic-id_1614	trees	（ドリアンの）木	MESH:D014197	Tax:66656	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1421-1426	2021-09-26	
ZoonosesDic-id_1615	semi-wild	半野生			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1437-1446	2021-09-26	
ZoonosesDic-id_1616	tall	背の高い			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1473-1477	2021-09-26	
ZoonosesDic-id_1617	Flying foxes	オオコウモリの1種	Tax:9405		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1310-1322	2021-09-26	
ZoonosesDic-id_1618	enhancing	高める			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1520-1529	2021-09-26	
ZoonosesDic-id_1619	reproductive	繁殖		MESH:D012098	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1530-1542	2021-09-26	
ZoonosesDic-id_1620	ecological	生態学的	MESH:D004463		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1705-1715	2021-09-26	
ZoonosesDic-id_1621	economic	経済的	MESH:D004467		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/29152168/spans/1735-1743	2021-09-26	
ZoonosesDic-id_1622	Agave cocui	リュウゼツラン	Tax:2695066		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/163-174	2021-09-26	
ZoonosesDic-id_1623	Agavaceae	アガベ	Tax:2695066		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/176-185	2021-09-26	
ZoonosesDic-id_1624	arid	乾燥			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/227-231	2021-09-26	
ZoonosesDic-id_1625	semiarid	半乾燥			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/236-244	2021-09-26	
ZoonosesDic-id_1626	Venezuela	ベネズエラ・ボリバル共和国	MESH:D014687		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/254-263	2021-09-26	
ZoonosesDic-id_1627	Colombia	コロンビア共和国	MESH:D003105		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/268-276	2021-09-26	
ZoonosesDic-id_1628	wildlife	野性動物	MESH:D000835		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/339-347	2021-09-26	
ZoonosesDic-id_1629	spirit drink	スピリッツ（アルコール）	MESH:D000431		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/392-404	2021-09-26	
ZoonosesDic-id_1630	species	リュウゼツラン	Tax:2695066		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/449-456	2021-09-26	
ZoonosesDic-id_1631	nectar	花蜜	MESH:D057048		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/2271-2277	2021-09-26	
ZoonosesDic-id_1632	corridor	回廊			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/2278-2286	2021-09-26	
ZoonosesDic-id_1633	Western	西			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/2296-2303	2021-09-26	
ZoonosesDic-id_1634	Coast	海岸		MESH:D013020	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/2304-2309	2021-09-26	
ZoonosesDic-id_1635	islands	島々		MESH:D013020	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/2321-2328	2021-09-26	
ZoonosesDic-id_1636	Andean	アンデス		MESH:D013020	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/2337-2343	2021-09-26	
ZoonosesDic-id_1637	birds	トリ	Tax:8782		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/2417-2422	2021-09-26	
ZoonosesDic-id_1638	agave	リュウゼツラン	Tax:39509		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/22017138/spans/2436-2441	2021-09-26	
ZoonosesDic-id_1639	ecosystems	生態系	MESH:D017753		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/121-131	2021-09-26	
ZoonosesDic-id_1640	economies	経済的	MESH:D004467		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/136-145	2021-09-26	
ZoonosesDic-id_1641	natural	自然の			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/149-156	2021-09-26	
ZoonosesDic-id_1642	pest-control agents	害虫駆除	MESH:D010572		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/157-176	2021-09-26	
ZoonosesDic-id_1643	seed dispersers	種子散布	MESH:D058614		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/178-193	2021-09-26	
ZoonosesDic-id_1644	pesticides	農薬	MESH:D010575		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/347-357	2021-09-26	
ZoonosesDic-id_1645	chromosome breakage	染色体の破壊	MESH:D019457		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/383-402	2021-09-26	
ZoonosesDic-id_1646	mis	誤			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/406-409	2021-09-26	
ZoonosesDic-id_1647	segregation	分離	MESH:D020090		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/409-420	2021-09-26	
ZoonosesDic-id_1648	micronucleus	小核の形成	MESH:D048629		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/440-452	2021-09-26	
ZoonosesDic-id_1649	roosting	ねぐらにする			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/841-849	2021-09-26	
ZoonosesDic-id_1650	disturbance	攪乱			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/893-904	2021-09-26	
ZoonosesDic-id_1651	agriculture	農業	MESH:D002622		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/906-917	2021-09-26	
ZoonosesDic-id_1652	human settlements	ヒトの居住地		MESH:D006798	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/919-936	2021-09-26	
ZoonosesDic-id_1653	Colima	コリマ州		MESH:D008800	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/941-947	2021-09-26	
ZoonosesDic-id_1654	Jalisco	ハリスコ州		MESH:D008800	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/952-959	2021-09-26	
ZoonosesDic-id_1655	west central	中西部			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/961-973	2021-09-26	
ZoonosesDic-id_1656	Mexico	メキシコ合衆国	MESH:D008800		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/974-980	2021-09-26	
ZoonosesDic-id_1657	53	53			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33283353/spans/1152-1154	2021-09-26	
ZoonosesDic-id_1658	EVD	EVD（エボラウイルス病）	MESH:D019142		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/103-106	2021-09-26	
ZoonosesDic-id_1659	specific treatment	治療法			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/176-194	2021-09-26	
ZoonosesDic-id_1660	Supportive care	支持療法	MESH:D010166		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/213-228	2021-09-26	
ZoonosesDic-id_1661	management of complications	合併症の管理	MESH:D019468		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/233-260	2021-09-26	
ZoonosesDic-id_1662	complications	合併症	MESH:Q000150		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/247-260	2021-09-26	
ZoonosesDic-id_1663	case management	症例管理	MESH:D019090		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/366-381	2021-09-26	
ZoonosesDic-id_1664	infection prevention	感染予防		MESH:D011322	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/383-403	2021-09-26	
ZoonosesDic-id_1665	control practices	実践			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/408-425	2021-09-26	
ZoonosesDic-id_1666	surveillance	監視	MESH:D062486		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/427-439	2021-09-26	
ZoonosesDic-id_1667	good	優れた			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/463-467	2021-09-26	
ZoonosesDic-id_1668	laboratory service	検査	MESH:D064790		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/468-486	2021-09-26	
ZoonosesDic-id_1669	social	社会の			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/520-526	2021-09-26	
ZoonosesDic-id_1670	community mobilization	地域社会の動員			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/531-553	2021-09-26	
ZoonosesDic-id_1671	mobilization	動員			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/541-553	2021-09-26	
ZoonosesDic-id_1672	emerging diagnostic technologies	新しい診断技術		MESH:D042241	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/666-698	2021-09-26	
ZoonosesDic-id_1673	rapid viral characterization	ウイルスの迅速診断			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/700-728	2021-09-26	
ZoonosesDic-id_1674	geospatial mapping	地理空間マッピング		MESH:D062305	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/730-748	2021-09-26	
ZoonosesDic-id_1675	new treatments	新しい治療法			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/774-788	2021-09-26	
ZoonosesDic-id_1676	vaccines	（エボラウイルス病）ワクチン	MESH:D046129		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/31668200/spans/793-801	2021-09-26	
ZoonosesDic-id_1677	acute	急性			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/71-76	2021-09-26	
ZoonosesDic-id_1678	encephalitis	脳炎	MESH:D004660		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/77-89	2021-09-26	
ZoonosesDic-id_1679	It	狂犬病	MESH:D011818		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/193-195	2021-09-26	
ZoonosesDic-id_1680	59,000	59,000			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/209-215	2021-09-26	
ZoonosesDic-id_1681	per	間			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/229-232	2021-09-26	
ZoonosesDic-id_1682	year	年			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/233-237	2021-09-26	
ZoonosesDic-id_1683	once	ひとたび			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/307-311	2021-09-26	
ZoonosesDic-id_1684	signs	（発）症			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/312-317	2021-09-26	
ZoonosesDic-id_1685	appear	発（症）			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/340-346	2021-09-26	
ZoonosesDic-id_1686	prevalent	蔓延		MESH:D019353	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/369-378	2021-09-26	
ZoonosesDic-id_1687	low to middle-income	低中所得	MESH:D011203		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/416-436	2021-09-26	
ZoonosesDic-id_1688	Asia	アジア	MESH:D001208		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/455-459	2021-09-26	
ZoonosesDic-id_1689	healthcare	医療	MESH:D003695		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/505-515	2021-09-26	
ZoonosesDic-id_1690	vaccinated	（狂犬病）ワクチン	MESH:D014611	MESH:D011819	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/549-559	2021-09-26	
ZoonosesDic-id_1691	commonplace	ありふれた	MESH:D000086822		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/574-585	2021-09-26	
ZoonosesDic-id_1692	transmitted	伝播される	MESH:D000086965		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/615-626	2021-09-26	
ZoonosesDic-id_1693	raccoons	アライグマ	Tax:9654		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/657-665	2021-09-26	
ZoonosesDic-id_1694	skunks	スカンク	Tax:119825		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/667-673	2021-09-26	
ZoonosesDic-id_1695	foxes	キツネ	Tax:9625		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/678-683	2021-09-26	
ZoonosesDic-id_1696	Domesticated	飼われている	MESH:D000829		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/685-697	2021-09-26	
ZoonosesDic-id_1697	acquiring	罹患する		MESH:D000086965	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/732-741	2021-09-26	
ZoonosesDic-id_1698	carnivores	肉食動物	Tax:33554		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/791-801	2021-09-26	
ZoonosesDic-id_1699	coyotes	コヨーテ	Tax:9614		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/811-818	2021-09-26	
ZoonosesDic-id_1700	bobcats	ボブキャット	Tax:61384		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/820-827	2021-09-26	
ZoonosesDic-id_1701	mountain lions	ピューマ	Tax:9696		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/829-843	2021-09-26	
ZoonosesDic-id_1702	wolves	オオカミ	MESH:D019596	Tax:9611	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/845-851	2021-09-26	
ZoonosesDic-id_1703	bears	クマ	Tax:9639		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/853-858	2021-09-26	
ZoonosesDic-id_1704	woodchucks	ウッドチャック	Tax:9995		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/860-870	2021-09-26	
ZoonosesDic-id_1705	beavers	ビーバー	Tax:29132		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/876-883	2021-09-26	
ZoonosesDic-id_1706	also be considered	とみなす		MESH:D000086965	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/892-910	2021-09-26	
ZoonosesDic-id_1707	rabid	狂犬病	MESH:D011818		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/911-916	2021-09-26	
ZoonosesDic-id_1708	unprovoked attack	攻撃をしてくる			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/970-987	2021-09-26	
ZoonosesDic-id_1709	person	ヒト	Tax:9606		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/993-999	2021-09-26	
ZoonosesDic-id_1710	rabies vaccine	狂犬病ワクチン	MESH:D011819		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/1005-1019	2021-09-26	
ZoonosesDic-id_1711	99	99			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/1032-1034	2021-09-26	
ZoonosesDic-id_1712	promptly	即座			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/1062-1070	2021-09-26	
ZoonosesDic-id_1713	pre-exposure prophylaxis	曝露前予防（投与）	MESH:D065129		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/1152-1176	2021-09-26	
ZoonosesDic-id_1714	PrEP	PrEP（曝露前予防（投与））	MESH:D065129		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/1178-1182	2021-09-26	
ZoonosesDic-id_1715	post-exposure prophylaxis	曝露後予防（投与）	MESH:D056990		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/1188-1213	2021-09-26	
ZoonosesDic-id_1716	PEP	PEP（曝露後予防（投与））	MESH:D056990		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32752569/spans/1215-1218	2021-09-26	
ZoonosesDic-id_1717	interactions	相互作用	MESH:D000081762		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26177344/spans/127-139	2021-09-26	
ZoonosesDic-id_1718	rural	農村部			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26177344/spans/143-148	2021-09-26	
ZoonosesDic-id_1719	Ghana	ガーナ共和国	MESH:D005869		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26177344/spans/149-154	2021-09-26	
ZoonosesDic-id_1720	2011	2011年			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26177344/spans/162-166	2021-09-26	
ZoonosesDic-id_1721	2012	2012年			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26177344/spans/167-171	2021-09-26	
ZoonosesDic-id_1722	46.6	46.6			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26177344/spans/186-190	2021-09-26	
